"sheets.players.Rank","sheets.players.Last.year","sheets.players.Up.or.down","sheets.players.Name","sheets.players.Position","sheets.players.Club.on.1.Dec.2019","sheets.players.League","sheets.players.Age.on.1.Dec.2019","sheets.players.Nationality","sheets.players.Filters","sheets.players.Image.found","sheets.players.Video.Path","sheets.players.Facewall.cell.image.GRID.src","sheets.players.Facewall.cell.image.GRID.attributes","sheets.players.Facewall.main.image.GRID.src","sheets.players.Facewall.main.image.GRID.attributes","sheets.players.","sheets.players.Profile","sheets.players.Writer","sheets.players.Words","sheets.players.Desked.by","sheets.players.Subbed","sheets.players.Revised","sheets.header_image"
"89","","New entry","Beth England","Forward","Chelsea","FA WSL","25","England","English, WSL, Forwards","","","https://media.guim.co.uk/92e475b0c45b1ebd99280deebf12e85a491d0dcd/874_174_733_732","cropRatio=733,732&size=140,500,733","https://media.guim.co.uk/3f472d6e867eea0020e5d06d388bb0a711714021/0_208_4589_2753","cropRatio=4589,2753&size=140,500,1000,2000,4589","","One of 2019's breakthrough talents. The England for England campaign is no more after she finally made her senior international debut this year and followed it up with her first goal, in front of a home crowd against Brazil in October. It was England's form for Chelsea that earned her that chance; she ended 2018 with a succession of braces in the Women's Super League, and didn't look back this season. Her combination of technical ability with her power and strength at holding the ball up has made her a real all-round forward. England scored two hat-tricks towards the end of last season and currently has four in her last two, but her highlight came on the opening day when she curled in a superb effort in front of 24,000 fans at Stamford Bridge.","","","","","","header-image-day-1_alligator.png"
"90","45","-45","Rachel Daly","Forward","Houston Dash","NWSL","27","England","English, NWSL, Forwards","","","https://media.guim.co.uk/fac40569b29a94b39f1a6361faeb9c553928a5c4/1100_198_778_778","cropRatio=778,778&size=140,500,778","https://media.guim.co.uk/fb34e7efa029947970af4df863195035cee5a354/269_0_4006_2404","cropRatio=4006,2404&size=140,500,1000,2000,4006","","Daly makes the list for a third year in four but a restricted NWSL programme due to international commitments has meant a steep drop this year. Daly still scored five goals for Houston Dash in 2019 in seven fewer games than 2018. She became even more of a regular for her country, starting against the USA in the World Cup semi-final and generally involved at some stage in most games throughout the year. Phil Neville's admiration for her versatility often saw her used at full-back as an alternative to Lucy Bronze while for the Dash she was more at home in a forward position.","","","","","","header-image-day-1_alligator.png"
"91","","New entry","Hanna Glas","Defender","Paris Saint-Germain","Division 1 Féminine","26","Sweden","Swedish, Division 1 Féminine, Defenders","","","https://media.guim.co.uk/7bd23de8f01434030c0ed0e467ed208b534ebcbd/1289_55_1998_1998","cropRatio=1998,1998&size=140,500,1000,1998","https://media.guim.co.uk/4606ad6cb14582bef36c3d6919eb58325dbf80ea/562_95_2515_1509","cropRatio=2515,1509&size=140,500,1000,2000,2515","","The full-back went about her business quietly in 2019 but has turned into a very solid and dependable performer. The 26-year-old has established herself as a first-team regular for both PSG and her national team. Her ability to get forward while remaining solid defensively has meant she has played as many games as anyone in 2019 and, apart from the USA game in which Peter Gerhardsson heavily rotated his side, Glas played 90 minutes-plus in every World Cup game, including the bronze-medal victory against England. She has hit good form for PSG this season as they look to end Lyon's domestic dominance in France.","","","","","","header-image-day-1_alligator.png"
"92","","New entry","Marta Torrejón","Defender","Barcelona","Liga Iberdrola","29","Spain","Other nationalities, Liga Iberdrola, Forwards, Defenders","","","https://media.guim.co.uk/2c77fc6d7ee6fe910c34b536b0224c7d1f3aebf4/2724_0_1189_1189","cropRatio=1189,1189&size=140,500,1000,1189","https://media.guim.co.uk/bb6c2ef8105f62d6781dfa5fa9a9fe23205fb085/137_270_3797_2278","cropRatio=3797,2278&size=140,500,1000,2000,3797","","Few have performed at such a high level more regularly for club and country throughout 2019 as the right-back Torrejón. The skilful Spaniard may not have the reputation of, say, Lucy Bronze but her quality cannot be doubted. Between January and May, Torrejón found the net six times from defence and played a pivotal role in helping her team reach the Champions League final for the first time. She took that momentum into a starting spot at the World Cup, featuring in all four games before her Spain side fell to the eventual champions USA. At 29, Torrejón may have already hit her peak but that's no bad thing given how good that peak is.","","","","","","header-image-day-1_alligator.png"
"93","","New entry","Yuika Sugasawa","Forward","Urawa Red Diamonds","Nadeshiko Division 1","29","Japan","Other nationalities, Other leagues, Forwards","","","https://media.guim.co.uk/e9d6f7d7cd1a5f4d1b0b98b2398b41e091f2dab1/1776_47_1219_1219","cropRatio=1219,1219&size=140,500,1000,1219","https://media.guim.co.uk/c35ed9f8f14ded2e3368710f7743bc01abda4db6/591_70_2409_1446","cropRatio=2409,1446&size=140,500,1000,2000,2409","","The 29-year-old showed glimpses of her talent in 2019 to reach the 100 for the first time. She has helped her club to second in the Nadeshiko League, but played only a bit-part role for Japan during the early part of 2019 as the head coach, Asako Takakura, prioritised her younger players with a long-term view to next year's Olympics in Tokyo. However, Sugasawa returned to the fore at the World Cup, scoring a crucial second goal against Scotland in Group D. She was unlucky to see a low effort cannon back off the post in the second round tie against the Netherlands with Japan 1-0 down before they eventually lost 2-1.","","","","","","header-image-day-1_alligator.png"
"94","","New entry","Leah Williamson","Defender","Arsenal","FA WSL","22","England","English, WSL, Defenders","","","https://media.guim.co.uk/2e05de67b86cc470214d23ac3fd0396770dc12d7/1235_104_934_934","cropRatio=934,934&size=140,500,934","https://media.guim.co.uk/5a8fde82d012df00d1791e027ac779ac9c984a1f/0_177_3041_1825","cropRatio=3041,1825&size=140,500,1000,2000,3041","","Another star whose first appearance in the 100 is a timely one. The diehard Arsenal fan Williamson helped her side to their first FA WSL title in seven years in May and there were few who played a more important role than the 22-year-old, though her breakthrough at such a young age makes it seem as if she has been around a lot longer. Her ability to both defend space and play out from the back mark her out as one of the best young defenders around and she is finally starting to become a more regular starter for England too. She also scored her first senior international goal against the Czech Republic and looks set to go far.","","","","","","header-image-day-1_alligator.png"
"95","71","-24","Tabitha Chawinga","Forward","Jiangsu Suning","CWSL","23","Malawi","Other nationalities, Other leagues, Forwards","","","https://media.guim.co.uk/a043b8d40f98855aede3541c4eefa2a6e6a67692/2734_518_584_584","cropRatio=584,584&size=140,500,584","https://media.guim.co.uk/b07a374b78970c06f53778e796a2d9f37b466cd0/159_186_3341_2005","cropRatio=3341,2005&size=140,500,1000,2000,3341","","The Malawi international Chawinga just knows where the net is. She retained her hold on the golden boot in the Chinese Women's Super League, once more proving herself to be the deadliest striker in the country. Recently she helped her side to the Super Cup in a win over Dalian Quanjian and her form throughout 2019 has led to her being nominated for Africa's Women's Player of the Year award for the first time. At 23, the electric striker still has plenty of years left in her and recently scored the first goal of the new AFC Women's Club Championship, taking her tally for 2019 to more than 30, and there is a sense that there is still plenty to come.","","","","","","header-image-day-1_alligator.png"
"96","","New entry","Jaelene Hinkle","Defender","North Carolina Courage","NWSL","26","USA","American, NWSL, Defenders","","","https://media.guim.co.uk/f1b62ac6a39673508e6d935bcd34d1007b291d7a/646_251_500_500","cropRatio=500,500&size=140,500,500","https://media.guim.co.uk/6edbd0b52d763b15685ef495d0a12e5107210604/0_186_4287_2572","cropRatio=4287,2572&size=140,500,1000,2000,4287","","A first appearance for one of the best left-backs in the world. Playing for the back-to-back reigning NWSL champions North Carolina Courage, Hinkle was a regular for her side, playing in and starting 24 games throughout the year. Her ability to combine attack with defence makes her stand out and Hinkle contributed six assists this season. With a national team career not on the horizon owing to controversial views on same-sex marriage, she has been able to help her team to another title while others around the league were often on international duty and at 26 Hinkle is now coming into her peak years and has the impressive form to go with it.","","","","","","header-image-day-1_alligator.png"
"97","75","-22","Cláudia Neto","Midfielder","Wolfsburg","Frauen Bundesliga","31","Portugal","Other nationalities, Frauen Bundesliga, Midfielders","","","https://media.guim.co.uk/cf95f5cb4b5268f80d09e4c4c911caf1fb961ed5/910_273_665_665","cropRatio=665,665&size=140,500,665","https://media.guim.co.uk/9ab7e875df35d811cc0fd575ef28662cde5b34f2/0_256_3844_2306","cropRatio=3844,2306&size=140,500,1000,2000,3844","","Neto drops to her lowest ranking yet but it is a testament to her quality that she features in the 100 for a fourth consecutive year. Still Portugal's finest, Neto didn't find the net from her midfield role during her first 12 months at Wolfsburg but recently has started to add more goals to her game. She has scored five times since the start of the season with three of them coming in the team's Champions League campaign, while she also found the net for Portugal in a recent Euro 2021 qualifier against Finland. Her ability to control games shows why Wolfsburg were so keen to sign her but it's a real shame we may not get to see Neto's quality on the world stage too often because she continues to be one of the most underrated players around.","","","","","","header-image-day-1_alligator.png"
"98","82","-16","Valérie Gauvin","Forward","Montpellier","Division 1 Féminine","23","France","French, Division 1 Féminine, Forwards","","","https://media.guim.co.uk/5d781763e2e5ecc8babf9fbfa3434f9fad6b45b6/1118_160_1098_1098","cropRatio=1098,1098&size=140,500,1000,1098","https://media.guim.co.uk/333f1ff71049db98fe257cdea1f2a0e07c3069cc/0_147_6142_3685","cropRatio=6142,3685&size=140,500,1000,2000,6142","","Gauvin drops slightly from her 2018 ranking but her 2019 could not have got off to a better start and she would have placed much higher if her form had been sustained. Between club and country she found the net in six consecutive matches in March and April and was often trusted by Corinne Diacre to lead the line at her home World Cup. Gauvin scored big goals in big games against Norway and Brazil and is already in fine form during the new Division 1 Féminine season, finding the net five times in her last three league outings, including an impressive hat-trick against Paris FC. A combative striker, Gauvin will get better if she adds consistency to her game.","","","","","","header-image-day-1_alligator.png"
"99","","New entry","Lena Oberdorf","Midfielder","SGS Essen","Frauen Bundesliga","17","Germany","German, Frauen Bundesliga, Midfielders","","","https://media.guim.co.uk/cf981531f7b39b5bc7274058b0fd78c5c69af3ef/1182_422_612_612","cropRatio=612,612&size=140,500,612","https://media.guim.co.uk/2484fcaab71c0b1dda98e8efffe9d66b98860a07/5_79_2716_1630","cropRatio=2716,1630&size=140,500,1000,2000,2716","","The youngest player in this year's 100 has enjoyed quite the rise to prominence in 2019. The 17-year-old Oberdorf scored five goals in two games a year ago for SGS Essen and hasn't looked back since. A technical midfielder, Oberdorf only made her senior Germany debut in April but ended up going to the World Cup in the summer. Not only that, the teenager played in all five of their games in France and scored her first international goal in a Euro 2021 qualifier in Ukraine in September. With so far to go before she reaches her peak, it is likely this won't be the last time Oberdorf features in such a list. ","","","","","","header-image-day-1_alligator.png"
"100","","New entry","Ludmila","Forward","Atlético Madrid","Liga Iberdrola","25","Brazil","Other nationalities, Liga Iberdrola, Forwards","","","https://media.guim.co.uk/76368235514554ae28c7350db314dffee0fb6591/834_44_728_728","cropRatio=728,728&size=140,500,728","https://media.guim.co.uk/5da89c53c4f32f9eca1437692fbfd973028f28aa/0_218_3592_2156","cropRatio=3592,2156&size=140,500,1000,2000,3592","","It is just over 12 months since Ludmila scored four in one game to down Málaga for Atlético Madrid and it led to a solid 2019 for the pacey forward. Ludmila hit form at the start of the year, scoring twice to knock Barcelona out of the Spanish Cup. Her form earned her a starting spot in all four of Brazil's World Cup matches before returning to Spain where she has had a solid if unspectacular start to the campaign. At 25, Ludmila has the ability to become something special and just needs to add more frequent goals and assists to her game. ","","","","","","header-image-day-1_alligator.png"
